B01,B03,B04,B06,B08,B11
1217.8292682926829,1519.5644599303137,1624.6968641114984,2025.651567944251,2059.331010452962,2197.240418118467
1220.9505300353358,1537.7526501766783,1649.4593639575971,2032.8233215547702,2057.1872791519436,2200.6148409893995
1220.5578947368422,1535.2877192982455,1647.0105263157895,2022.5087719298247,2039.4561403508771,2194.4
1219.0491228070175,1531.821052631579,1642.8947368421052,2006.298245614035,2016.8701754385966,2179.122807017544
1218.1533101045295,1510.7177700348432,1622.1533101045295,1980.0557491289198,1973.4076655052265,2155.0592334494772
1217.5314685314686,1506.332167832168,1618.6083916083917,1964.9405594405594,1955.1958041958042,2144.367132867133
1212.2369337979094,1469.1463414634147,1580.1567944250871,1919.01393728223,1910.588850174216,2104.2822299651566
1206.7073170731708,1439.9024390243903,1553.9198606271777,1888.0592334494775,1872.4494773519164,2080.048780487805
1201.3066202090592,1374.780487804878,1482.9303135888501,1838.7491289198606,1803.1742160278745,2053.271777003484
1199.3460207612457,1339.356401384083,1445.0311418685121,1804.1384083044982,1774.159169550173,2032.0553633217994
1198.547038327526,1331.4947735191638,1439.0,1795.8362369337979,1764.3867595818815,2046.97212543554
1199.332167832168,1342.8041958041958,1449.451048951049,1788.1958041958042,1772.2657342657342,2055.402097902098
1205.1754385964912,1357.0140350877193,1460.2631578947369,1802.0877192982457,1802.6526315789474,2082.6070175438595
1211.8941979522185,1373.7201365187714,1471.0443686006827,1814.6518771331057,1828.5051194539249,2096.0
1218.053380782918,1359.4483985765125,1457.5302491103203,1818.1992882562276,1821.6192170818506,2100.3487544483987
1228.4507042253522,1372.7570422535211,1470.2887323943662,1842.7323943661972,1851.2007042253522,2135.0457746478874
1242.8881118881118,1424.8706293706293,1524.2482517482517,1886.8041958041958,1902.5664335664335,2182.2937062937062
1268.9260563380283,1514.1267605633802,1621.3028169014085,1951.612676056338,1994.9823943661972,2272.0140845070423
1280.4668989547038,1547.1324041811847,1655.5121951219512,1975.7212543554008,2023.020905923345,2306.317073170732
1289.7657342657342,1581.1818181818182,1694.3496503496503,1995.6573426573427,2050.458041958042,2333.262237762238
1298.2007042253522,1596.556338028169,1711.8098591549297,2003.2711267605634,2062.637323943662,2344.4330985915494
1306.348432055749,1594.0557491289198,1713.0975609756097,2016.4668989547038,2070.0174216027876,2357.574912891986
1311.4479166666667,1592.5972222222222,1717.2569444444443,2029.0520833333333,2077.9895833333335,2371.222222222222
1311.63986013986,1598.86013986014,1724.8461538461538,2032.562937062937,2082.0524475524476,2375.923076923077
1309.6048109965636,1606.0515463917525,1733.2199312714777,2041.872852233677,2100.168384879725,2392.9037800687283
1284.8385964912281,1602.1368421052632,1741.0561403508773,2068.519298245614,2129.4947368421053,2405.0280701754386
1276.306049822064,1597.6832740213524,1738.1423487544484,2067.7437722419927,2131.1957295373663,2399.5978647686834
1264.279151943463,1581.374558303887,1727.0494699646642,2055.689045936396,2125.2579505300355,2386.1625441696115
1262.9444444444443,1582.5833333333333,1730.1770833333333,2058.7326388888887,2131.1319444444443,2388.5555555555557
1261.8754325259515,1576.0207612456747,1723.9757785467127,2049.114186851211,2118.166089965398,2382.446366782007
1264.3148788927335,1566.6678200692043,1711.4359861591695,2056.8546712802768,2109.3910034602077,2390.010380622837
1267.623693379791,1565.2439024390244,1710.6202090592335,2054.8327526132402,2100.2787456445994,2391.8606271777003
1271.1923076923076,1560.8181818181818,1703.006993006993,2062.125874125874,2091.5244755244757,2397.2902097902097
1276.0985915492959,1556.4330985915492,1695.7887323943662,2048.9119718309857,2079.3345070422533,2385.362676056338
1289.701754385965,1565.659649122807,1696.421052631579,2060.940350877193,2084.1684210526314,2402.6912280701754
1298.226480836237,1567.665505226481,1694.7630662020906,2055.1811846689898,2090.0871080139373,2393.1428571428573
1307.3052631578948,1564.9789473684211,1687.5473684210526,2052.361403508772,2091.4666666666667,2392.245614035088
1313.6338028169014,1538.4260563380283,1656.7077464788733,2047.0422535211267,2083.330985915493,2374.4295774647885
1322.014184397163,1536.8652482269504,1649.372340425532,2053.578014184397,2087.3120567375886,2379.5
1327.3472222222222,1535.1909722222222,1652.545138888889,2059.0868055555557,2099.159722222222,2383.090277777778
1332.3066202090592,1540.2020905923346,1660.98606271777,2066.121951219512,2109.6341463414633,2389.5052264808364
1331.801393728223,1541.5156794425086,1653.4006968641115,2069.261324041812,2098.4912891986064,2390.6724738675957
1328.3937282229965,1527.6202090592335,1641.3135888501743,2058.7804878048782,2093.9128919860627,2378.2195121951218
1327.0070422535211,1537.5211267605634,1652.7042253521126,2074.457746478873,2119.211267605634,2387.3838028169016
1318.93006993007,1552.8496503496503,1660.9895104895104,2089.77972027972,2143.951048951049,2387.7237762237764
1313.7298245614036,1555.5157894736842,1660.842105263158,2104.7614035087718,2165.178947368421,2389.20350877193
1309.9537366548043,1553.629893238434,1654.7224199288257,2114.508896797153,2174.049822064057,2390.1779359430607
1300.2586206896551,1514.8413793103448,1609.0172413793102,2089.0275862068966,2165.5758620689653,2350.3586206896553
1293.2491467576792,1505.863481228669,1593.0170648464164,2080.542662116041,2168.3924914675767,2329.7508532423208
1287.311188811189,1480.0664335664335,1561.7412587412587,2068.5874125874125,2148.8321678321677,2312.937062937063
1282.536842105263,1466.3543859649124,1548.157894736842,2049.1052631578946,2129.2105263157896,2290.8736842105263
1264.9823943661972,1434.4647887323943,1518.693661971831,2023.4330985915492,2098.8802816901407,2236.095070422535
1262.2473867595818,1427.871080139373,1510.581881533101,2004.4878048780488,2076.724738675958,2217.8885017421603
1256.859649122807,1431.6456140350876,1511.5263157894738,1992.761403508772,2065.9473684210525,2197.0491228070177
1254.3508771929824,1421.5122807017544,1501.8701754385966,1969.8105263157895,2040.6947368421052,2173.143859649123
1246.2650176678446,1416.3710247349823,1497.4275618374559,1962.8939929328621,2042.9434628975266,2156.8975265017666
1242.4402730375427,1409.7610921501707,1490.2798634812286,1938.0273037542663,2022.2423208191126,2128.8088737201365
1232.0350877192982,1393.5859649122808,1469.7894736842106,1912.5157894736842,1994.7649122807018,2095.536842105263
1218.6851211072665,1369.3598615916956,1440.9065743944636,1897.6955017301038,1978.795847750865,2064.9307958477507
1229.7333333333333,1346.2035087719298,1418.9543859649123,1876.7929824561404,1922.6526315789474,2053.2245614035087
1229.3665480427046,1343.5729537366549,1415.4626334519573,1878.4804270462635,1917.0249110320285,2053.2562277580073
1229.3665480427046,1343.5729537366549,1415.4626334519573,1878.4804270462635,1917.0249110320285,2053.2562277580073
1252.2395833333333,1385.5625,1459.513888888889,1890.861111111111,1928.326388888889,2072.4861111111113
1275.4409722222222,1436.28125,1519.3055555555557,1931.2777777777778,1961.2291666666667,2113.1388888888887
1294.161971830986,1455.7042253521126,1545.274647887324,1939.4894366197184,1958.9014084507041,2132.242957746479
1301.660777385159,1468.286219081272,1560.416961130742,1961.3886925795052,1975.1802120141342,2154.3886925795055
1329.491349480969,1496.546712802768,1598.0795847750865,1985.2387543252596,1987.6470588235295,2187.910034602076
1348.2332155477031,1523.1448763250883,1631.1590106007068,2013.5689045936397,2008.8763250883392,2219.5265017667843
1368.3519163763067,1570.020905923345,1683.9965156794426,2042.7491289198606,2043.3066202090592,2250.7038327526134
1388.1614035087719,1597.4736842105262,1713.3894736842105,2069.266666666667,2071.856140350877,2274.585964912281
1396.7243816254418,1608.2756183745582,1724.2014134275619,2080.226148409894,2084.572438162544,2289.7950530035337
1411.3286713286714,1639.4755244755245,1757.4195804195804,2099.2517482517483,2112.8916083916083,2306.171328671329
1415.3379790940767,1631.3310104529617,1753.4564459930314,2097.048780487805,2106.3240418118467,2310.651567944251
1422.766550522648,1642.6411149825783,1767.9372822299651,2109.0696864111496,2118.1428571428573,2322.4947735191636
1432.146953405018,1634.4587813620071,1761.8064516129032,2108.304659498208,2111.2652329749103,2320.777777777778
1436.5347222222222,1647.513888888889,1773.826388888889,2123.4791666666665,2114.753472222222,2344.4236111111113
1455.8118466898954,1733.2439024390244,1871.2439024390244,2172.512195121951,2154.0243902439024,2395.2961672473866
1454.1754385964912,1738.8561403508772,1877.459649122807,2163.242105263158,2139.79298245614,2398.20350877193
1454.1754385964912,1738.8561403508772,1877.459649122807,2163.242105263158,2139.79298245614,2398.20350877193
1439.811188811189,1725.6468531468531,1864.4895104895104,2145.3321678321677,2133.262237762238,2395.877622377622
1435.547703180212,1710.1342756183747,1852.8904593639577,2150.632508833922,2128.4098939929327,2398.8409893992934
1422.7328767123288,1700.0821917808219,1837.3082191780823,2146.8082191780823,2134.171232876712,2391.5479452054797
1412.5035460992908,1686.404255319149,1821.4326241134752,2145.946808510638,2134.7375886524824,2378.723404255319
1403.7027972027972,1660.618881118881,1795.2902097902097,2137.8706293706296,2127.7237762237764,2368.2902097902097
1392.9477351916375,1651.595818815331,1782.219512195122,2129.05574912892,2131.271777003484,2353.9616724738676
1379.688811188811,1623.4055944055945,1747.2832167832169,2102.055944055944,2114.6748251748254,2329.2832167832166
1369.6537102473499,1597.946996466431,1717.5618374558303,2085.6289752650177,2093.3392226148408,2312.858657243816
1362.1684210526316,1582.6561403508772,1699.6526315789474,2063.6315789473683,2076.5649122807017,2295.259649122807
1352.8344827586207,1556.796551724138,1673.0896551724138,2043.3206896551724,2055.693103448276,2274.0862068965516
1345.0491228070175,1535.919298245614,1648.3157894736842,2015.2070175438596,2035.701754385965,2247.6070175438595
1337.5859649122808,1522.4456140350878,1633.3473684210526,2009.6982456140352,2026.7684210526315,2236.4701754385965
1344.2332155477031,1537.113074204947,1650.4204946996467,2022.844522968198,2035.399293286219,2246.39222614841
1348.6271777003485,1552.9337979094078,1669.2822299651568,2040.397212543554,2051.0731707317073,2258.01393728223
1355.213058419244,1565.594501718213,1687.3024054982818,2058.2233676975943,2077.6907216494847,2273.257731958763
1362.1041666666667,1580.0625,1705.8229166666667,2073.8888888888887,2108.0,2288.840277777778
1365.7909407665504,1600.3275261324043,1737.198606271777,2114.714285714286,2132.425087108014,2309.623693379791
1366.5124555160141,1632.3345195729537,1774.4092526690392,2138.6868327402135,2169.366548042705,2330.6512455516013
1366.3661971830986,1643.725352112676,1787.144366197183,2139.024647887324,2170.8380281690143,2326.5845070422533
1363.280701754386,1670.4526315789474,1814.221052631579,2159.0,2187.8456140350877,2348.4350877192983
1355.2042253521126,1669.7992957746478,1809.693661971831,2149.489436619718,2167.7359154929577,2347.0985915492956
1349.4355400696863,1665.0905923344949,1807.0592334494775,2134.905923344948,2165.034843205575,2332.696864111498
1339.7447552447552,1647.6993006993007,1793.06993006993,2125.5244755244757,2150.6433566433566,2327.8391608391607
1331.7097902097903,1641.0104895104896,1791.6328671328672,2109.541958041958,2145.0104895104896,2315.22027972028
1318.558620689655,1627.0068965517241,1781.2137931034483,2084.0172413793102,2128.286206896552,2290.6793103448276
1299.501754385965,1613.6175438596492,1773.6912280701754,2074.452631578947,2107.7859649122806,2276.1298245614034
1261.6041666666667,1593.482638888889,1754.9722222222222,2031.798611111111,2077.152777777778,2243.3506944444443
1190.5422535211267,1490.9612676056338,1648.369718309859,1922.1901408450703,1972.6971830985915,2140.137323943662
1155.219512195122,1445.0522648083625,1600.8919860627177,1874.233449477352,1921.8327526132405,2095.4425087108016
1124.7237762237762,1402.486013986014,1552.1153846153845,1820.7237762237762,1872.7202797202797,2043.479020979021
1098.8327526132405,1354.369337979094,1499.2369337979094,1747.0522648083625,1814.8954703832753,1986.8118466898954
1076.7097902097903,1282.8496503496503,1422.0944055944055,1678.5349650349651,1726.451048951049,1936.118881118881
1067.5087108013938,1237.8536585365853,1372.644599303136,1651.425087108014,1671.02787456446,1921.5226480836236
1054.8466898954705,1220.2752613240418,1351.878048780488,1616.5714285714287,1651.7770034843206,1894.3101045296166
1048.6156583629893,1227.914590747331,1361.661921708185,1627.8612099644129,1665.4092526690392,1902.4483985765125
1041.374558303887,1231.2544169611308,1361.3462897526501,1644.6113074204948,1701.7067137809188,1911.3957597173144
1041.869718309859,1248.193661971831,1371.8450704225352,1701.5774647887324,1761.6760563380283,1961.6866197183099
1083.8975265017668,1319.816254416961,1435.363957597173,1771.3886925795052,1840.0,2058.0035335689045
1111.191637630662,1382.2299651567944,1500.0348432055748,1830.5226480836236,1899.439024390244,2128.3554006968643
1141.356890459364,1423.512367491166,1538.7597173144877,1885.6395759717313,1946.0742049469964,2197.0424028268553
1160.545138888889,1449.5208333333333,1562.6354166666667,1910.59375,1979.3159722222222,2230.2291666666665
1194.3438596491228,1455.8526315789475,1564.3719298245614,1927.7964912280702,1981.6947368421052,2256.919298245614
1206.4982578397212,1461.0174216027874,1567.6759581881533,1944.135888501742,1979.623693379791,2275.5052264808364
1202.806338028169,1425.7007042253522,1527.9366197183099,1914.6338028169014,1933.8661971830986,2248.9471830985917
1191.4982332155478,1381.5335689045937,1483.6925795053003,1861.268551236749,1874.9257950530036,2196.2544169611306
1193.6175438596492,1371.4140350877192,1472.901754385965,1848.8561403508772,1859.1614035087719,2191.9929824561405
1192.6958041958042,1369.444055944056,1471.7587412587413,1842.1993006993007,1851.7692307692307,2186.874125874126
1191.9442508710802,1368.7351916376306,1471.6480836236933,1842.1254355400697,1851.644599303136,2187.0696864111496
1194.8776978417266,1386.928057553957,1489.4352517985612,1836.8309352517986,1857.4388489208634,2185.5143884892086
1225.5438596491229,1413.6561403508772,1516.6526315789474,1893.0947368421052,1908.1333333333334,2243.6280701754386
1249.5070921985816,1464.7801418439717,1572.127659574468,1945.6347517730496,1956.127659574468,2308.553191489362
1272.9758620689656,1521.306896551724,1626.9344827586208,2003.1275862068965,2019.2862068965517,2369.0482758620687
1296.006993006993,1568.4195804195804,1672.188811188811,2044.0874125874127,2064.083916083916,2419.286713286713
1320.3286713286714,1606.8881118881118,1712.4055944055945,2104.63986013986,2119.097902097902,2483.9300699300697
1340.4270833333333,1644.8090277777778,1751.65625,2150.965277777778,2171.1111111111113,2534.090277777778
1370.8671328671328,1669.5734265734266,1777.513986013986,2207.681818181818,2225.0034965034965,2598.937062937063
1392.3832752613241,1694.4599303135888,1809.2229965156794,2255.4076655052263,2270.271777003484,2658.581881533101
1429.3101045296166,1759.6411149825783,1866.3310104529617,2380.1881533101046,2410.4773519163764,2788.8850174216027
1439.6654929577464,1800.0704225352113,1901.5457746478874,2435.8415492957747,2478.510563380282,2844.957746478873
1445.864111498258,1819.0836236933799,1919.5331010452962,2487.1811846689898,2545.3867595818815,2889.020905923345
1450.774647887324,1860.3204225352113,1965.8978873239437,2534.8169014084506,2596.605633802817,2922.292253521127
1452.2569444444443,1887.767361111111,1994.3055555555557,2566.3020833333335,2638.878472222222,2938.7430555555557
1452.880281690141,1880.394366197183,1986.8450704225352,2573.957746478873,2636.0281690140846,2931.788732394366
1446.688811188811,1837.4055944055945,1941.8881118881118,2524.1013986013986,2588.769230769231,2866.3216783216785
1416.637323943662,1740.7852112676057,1848.718309859155,2413.299295774648,2475.8345070422533,2718.7464788732395
1394.0519031141869,1687.3633217993079,1792.878892733564,2343.923875432526,2409.401384083045,2637.176470588235
1356.5936395759718,1579.3886925795052,1681.183745583039,2233.5971731448763,2297.904593639576,2504.5865724381624
1325.0874125874127,1515.1293706293707,1614.8741258741259,2134.63986013986,2211.8216783216785,2395.269230769231
1293.0950704225352,1445.1408450704225,1546.1514084507041,2057.4225352112676,2133.5915492957747,2308.049295774648
1273.0418118466898,1424.8675958188153,1522.4076655052265,2018.5261324041812,2096.773519163763,2258.581881533101
1254.1602787456445,1406.4912891986062,1504.8118466898954,1989.2996515679442,2061.7491289198606,2232.383275261324
1233.9049295774648,1398.2218309859154,1502.8732394366198,1970.2147887323943,2035.7957746478874,2220.7147887323945
1217.355400696864,1405.8815331010453,1511.2961672473868,1946.5191637630662,2018.864111498258,2205.6445993031357
1203.701388888889,1409.8819444444443,1520.1979166666667,1924.9409722222222,1998.28125,2192.0520833333335
1195.1494661921708,1421.967971530249,1542.914590747331,1916.6512455516015,1987.715302491103,2195.373665480427
1182.2852112676057,1408.088028169014,1527.2359154929577,1907.1267605633802,1970.3028169014085,2189.7957746478874
1168.3017543859648,1405.3052631578948,1517.1719298245614,1899.0035087719298,1962.6666666666667,2188.3087719298246
1155.1612903225807,1405.1254480286739,1516.2508960573477,1871.6594982078852,1948.394265232975,2170.7849462365593
1145.1223776223776,1377.3146853146852,1487.9055944055945,1860.9965034965035,1934.5734265734266,2162.041958041958
1139.128919860627,1355.7317073170732,1458.128919860627,1842.2717770034844,1912.8919860627177,2147.526132404181
1134.2587412587413,1331.6573426573427,1426.520979020979,1821.0384615384614,1891.013986013986,2128.7062937062938
1133.2881944444443,1326.1354166666667,1416.5034722222222,1825.6319444444443,1896.8472222222222,2132.4618055555557
1130.2648083623694,1312.2787456445992,1398.9163763066201,1818.1881533101046,1885.334494773519,2116.3937282229967
1127.6232394366198,1307.887323943662,1390.2394366197184,1811.3521126760563,1875.1866197183099,2100.693661971831
1126.8912280701754,1306.8070175438597,1388.2350877192982,1807.919298245614,1877.0701754385964,2095.3228070175437
1126.3116438356165,1291.3150684931506,1369.1712328767123,1804.1438356164383,1876.4212328767123,2088.948630136986
1125.3506944444443,1288.8645833333333,1365.4027777777778,1810.3194444444443,1882.579861111111,2093.9166666666665
1125.6572438162543,1288.296819787986,1362.6395759717313,1810.7879858657243,1883.7279151943462,2094.2402826855123
1125.1184668989547,1271.7839721254356,1339.1254355400697,1827.7386759581882,1896.2299651567944,2113.609756097561
1124.220640569395,1272.9110320284697,1338.8149466192172,1839.2348754448399,1907.0640569395018,2118.3131672597865
1126.761403508772,1288.4350877192983,1355.2526315789473,1848.421052631579,1912.8035087719297,2139.1087719298243
1126.0034722222222,1292.7847222222222,1360.9340277777778,1854.8229166666667,1927.704861111111,2146.4548611111113
1127.8315789473684,1301.8807017543859,1372.6315789473683,1867.638596491228,1944.140350877193,2163.6771929824563
1128.7716262975778,1325.9238754325258,1399.2110726643598,1877.107266435986,1957.522491349481,2177.8442906574396
1130.4381625441697,1349.547703180212,1425.0883392226149,1891.8975265017668,1979.2897526501768,2198.844522968198
1132.1433566433566,1380.832167832168,1458.1608391608393,1901.2657342657342,2001.7307692307693,2213.2027972027972
1133.665505226481,1400.6480836236933,1481.7142857142858,1909.369337979094,2017.4738675958188,2223.3658536585367
1136.388888888889,1420.6979166666667,1506.482638888889,1911.4097222222222,2028.6284722222222,2223.534722222222
1139.1087719298246,1443.7859649122806,1532.2140350877194,1918.877192982456,2041.638596491228,2233.6912280701754
1142.7553956834533,1424.8021582733813,1512.9496402877699,1898.0071942446043,2013.4568345323742,2210.3129496402876
1144.986013986014,1413.811188811189,1503.541958041958,1897.1048951048951,1996.2202797202797,2207.695804195804
1146.2439024390244,1403.7770034843206,1496.7630662020906,1893.2543554006968,1981.6864111498257,2200.909407665505
1148.6760563380283,1391.8908450704225,1488.5105633802816,1874.161971830986,1958.225352112676,2178.3204225352115
1150.9407665505225,1373.7526132404182,1471.6097560975609,1854.773519163763,1928.226480836237,2159.020905923345
1151.3867595818815,1379.5296167247386,1478.6062717770035,1850.554006968641,1929.7386759581882,2153.191637630662
1162.2229965156794,1340.2961672473868,1444.6271777003485,1771.9442508710802,1846.8222996515678,2072.5505226480836
1162.677304964539,1333.485815602837,1438.099290780142,1768.1382978723404,1834.5886524822695,2066.113475177305
1164.3415492957747,1341.3450704225352,1447.3521126760563,1774.5845070422536,1826.6514084507041,2072.5352112676055
1167.0383275261324,1336.623693379791,1443.4564459930314,1768.9512195121952,1811.8222996515678,2067.2926829268295
1170.2648083623694,1339.0034843205574,1447.2578397212544,1764.439024390244,1800.6864111498257,2065.773519163763
1174.6363636363637,1341.9125874125873,1453.1573426573427,1764.8776223776224,1796.9545454545455,2067.72027972028
1181.8356643356644,1380.1993006993007,1495.055944055944,1773.3566433566434,1813.909090909091,2078.7657342657344
1187.106896551724,1394.5068965517241,1509.451724137931,1779.2206896551725,1826.5310344827585,2085.365517241379
1193.6458333333333,1421.7916666666667,1537.875,1795.6597222222222,1842.0,2105.0798611111113
1198.9163763066201,1433.98606271777,1552.773519163763,1801.4425087108013,1842.7386759581882,2114.9163763066204
1206.5053380782917,1460.0747330960853,1585.2348754448399,1825.1779359430604,1858.7900355871886,2141.387900355872
1213.2042253521126,1466.4154929577464,1594.6760563380283,1826.1725352112676,1858.9647887323943,2147.9718309859154
1217.2508833922261,1479.469964664311,1610.3710247349823,1833.7491166077739,1867.4275618374559,2157.9575971731447
1221.9081272084807,1494.809187279152,1627.0636042402828,1846.4381625441697,1876.8763250883392,2173.9081272084804
1228.017361111111,1507.4722222222222,1641.6944444444443,1862.701388888889,1888.3402777777778,2192.0798611111113
1234.6363636363637,1520.7342657342658,1660.56993006993,1865.944055944056,1888.1048951048951,2203.0104895104896
1235.4570446735395,1514.5120274914088,1649.0549828178694,1865.8006872852234,1883.4158075601374,2200.828178694158
1235.5105633802816,1512.3521126760563,1649.4014084507041,1871.8169014084508,1875.943661971831,2201.950704225352
1234.13074204947,1485.1342756183747,1623.9858657243817,1862.7985865724381,1857.9505300353358,2188.5017667844522
1233.7570422535211,1481.9577464788733,1619.4295774647887,1867.630281690141,1866.9577464788733,2185.612676056338
1230.9094076655051,1465.2508710801394,1602.0104529616724,1846.8222996515678,1854.1010452961673,2162.240418118467
1225.463157894737,1469.6245614035088,1605.2245614035087,1845.4070175438596,1865.3298245614035,2157.059649122807
1217.3101045296166,1453.0104529616724,1587.1498257839721,1829.3066202090592,1853.864111498258,2137.149825783972
1212.6180555555557,1446.5104166666667,1578.829861111111,1822.5069444444443,1847.298611111111,2128.027777777778
1208.1541218637992,1450.3512544802868,1584.415770609319,1819.1182795698924,1848.0358422939069,2119.6917562724016
1175.8912280701754,1395.2526315789473,1521.0245614035089,1785.0350877192982,1807.1438596491228,2085.319298245614
1164.881118881119,1369.3461538461538,1497.1258741258741,1762.63986013986,1787.7482517482517,2062.2657342657344
1154.5859649122808,1348.3298245614035,1472.8666666666666,1749.0350877192982,1774.361403508772,2047.536842105263
1135.3066202090592,1325.418118466899,1450.334494773519,1725.3519163763067,1764.334494773519,2012.6062717770035
1113.5460992907801,1292.840425531915,1416.3085106382978,1693.4113475177305,1731.485815602837,1973.4326241134752
1095.5328719723184,1257.546712802768,1381.522491349481,1674.0207612456747,1712.273356401384,1937.3460207612457
1067.8501742160279,1209.6167247386759,1333.2369337979094,1628.1811846689895,1676.3101045296166,1871.9581881533102
1045.3741258741259,1180.4755244755245,1302.3496503496503,1613.3391608391607,1662.5244755244755,1839.1993006993007
1015.2206896551725,1151.2896551724139,1269.5551724137931,1585.2275862068966,1645.3793103448277,1786.6103448275862
998.8597122302158,1140.0755395683452,1258.6258992805756,1570.6402877697842,1641.205035971223,1766.9712230215828
987.794425087108,1127.3170731707316,1245.6341463414635,1561.2160278745644,1635.135888501742,1756.2020905923346
972.9896551724138,1114.0793103448275,1233.5310344827585,1557.8034482758621,1623.7862068965517,1753.251724137931
963.8421052631579,1104.2736842105264,1222.7649122807018,1552.3263157894737,1619.1929824561403,1742.4245614035087
954.3854166666666,1097.6180555555557,1216.0069444444443,1554.5729166666667,1621.6875,1739.8784722222222
951.3183391003461,1097.3633217993079,1214.4463667820069,1552.6920415224913,1619.4256055363321,1740.9065743944636
945.1923076923077,1094.4650349650349,1210.2762237762238,1551.8146853146852,1616.486013986014,1738.486013986014
936.8485915492957,1088.3309859154929,1202.7957746478874,1549.3450704225352,1610.5669014084508,1728.6091549295775
932.0807017543859,1092.6526315789474,1204.0,1561.1754385964912,1622.5473684210526,1735.6070175438597
926.9298245614035,1086.940350877193,1195.378947368421,1559.5578947368422,1624.2877192982455,1730.6526315789474
921.1302816901408,1083.8309859154929,1188.2570422535211,1564.1584507042253,1628.0669014084508,1730.0105633802816
916.8636363636364,1074.8636363636363,1176.0874125874127,1572.090909090909,1639.881118881119,1735.618881118881
913.1498257839721,1068.0940766550523,1162.9581881533102,1572.864111498258,1648.4773519163764,1736.993031358885
906.7031802120141,1062.7420494699647,1152.4204946996467,1573.3144876325089,1650.321554770318,1741.356890459364
901.1881533101046,1052.8919860627177,1138.2926829268292,1583.9337979094078,1664.4703832752614,1757.2473867595818
891.3286713286714,1051.6503496503497,1137.5944055944055,1596.3846153846155,1681.9125874125873,1772.3181818181818
879.4105263157895,1045.0315789473684,1128.8807017543859,1610.8912280701754,1699.080701754386,1780.5684210526315
869.4366197183099,1047.3978873239437,1129.894366197183,1627.2852112676057,1724.105633802817,1793.0845070422536
861.3275261324042,1045.1707317073171,1130.794425087108,1620.6411149825783,1718.6759581881533,1793.7317073170732
855.6379310344828,1022.196551724138,1105.9137931034484,1588.9793103448276,1674.0413793103448,1771.0689655172414
850.243816254417,987.0282685512367,1072.6749116607773,1546.6713780918728,1624.6678445229682,1735.2332155477031
847.0739436619718,983.7605633802817,1072.443661971831,1525.1795774647887,1609.5387323943662,1710.4260563380283
843.7659574468086,984.3936170212766,1072.3829787234042,1500.2163120567375,1587.1489361702127,1677.6312056737588
841.6689895470383,974.9616724738676,1060.020905923345,1481.5435540069686,1548.3867595818815,1654.759581881533
841.2027972027972,966.7937062937064,1049.2412587412587,1450.3356643356644,1515.2762237762238,1623.6258741258741
850.8109965635739,976.9484536082474,1059.8213058419244,1451.7388316151203,1522.5292096219932,1625.2371134020618
859.6701754385965,1000.6350877192982,1089.5263157894738,1448.0491228070175,1515.3333333333333,1625.4315789473685
878.4947368421052,1025.7894736842106,1116.3929824561403,1450.0912280701755,1513.5684210526315,1631.3719298245614
890.4839857651245,1035.3096085409252,1127.053380782918,1439.629893238434,1505.373665480427,1620.779359430605
907.383275261324,1039.1811846689895,1132.581881533101,1453.2752613240418,1508.2822299651568,1636.773519163763
919.3601398601398,1029.8146853146852,1117.3986013986014,1459.7762237762238,1499.9825174825176,1638.520979020979
931.2517482517483,1039.555944055944,1125.3531468531469,1478.8216783216783,1521.1923076923076,1649.9160839160838
937.2867383512545,1063.899641577061,1144.9354838709678,1501.7598566308243,1569.931899641577,1660.7706093189963
938.8719723183391,1061.7335640138408,1139.4463667820069,1529.1626297577855,1600.7785467128028,1690.7231833910034
938.0175438596491,1069.3017543859648,1145.4070175438596,1541.8561403508772,1619.0701754385964,1700.9929824561405
941.4355400696865,1088.8466898954705,1165.2648083623694,1571.1742160278745,1651.1080139372823,1728.9163763066201
941.3588850174216,1103.595818815331,1177.766550522648,1590.5156794425086,1676.5993031358885,1745.0034843205574
942.9895470383275,1128.8501742160279,1206.4738675958188,1642.0871080139373,1751.3588850174217,1781.5017421602788
944.5035211267606,1123.6232394366198,1205.6408450704225,1650.7147887323943,1743.9647887323943,1786.031690140845
944.4444444444445,1122.3020833333333,1210.1944444444443,1652.6145833333333,1739.15625,1786.392361111111
946.0243902439024,1099.7526132404182,1194.3031358885016,1641.3519163763067,1718.4285714285713,1770.8815331010453
947.2605633802817,1091.2605633802816,1187.1091549295775,1631.394366197183,1713.2922535211267,1760.7359154929577
947.9059233449477,1096.4878048780488,1196.432055749129,1631.8989547038327,1710.3066202090592,1763.1707317073171
947.6211604095563,1103.2764505119453,1208.2423208191126,1637.716723549488,1715.4505119453925,1774.580204778157
946.1289198606272,1116.397212543554,1224.3170731707316,1637.3797909407665,1721.5052264808362,1774.7177700348432
945.887323943662,1130.7007042253522,1241.661971830986,1632.7464788732395,1718.1338028169014,1774.8838028169014
947.0174825174826,1141.1748251748252,1253.9825174825176,1641.9685314685314,1728.8671328671328,1780.4125874125873
947.9618055555555,1144.6284722222222,1256.0416666666667,1640.638888888889,1724.5694444444443,1784.076388888889
947.73851590106,1152.0247349823321,1265.6289752650177,1641.6219081272084,1725.9257950530036,1789.2190812720848
953.0944055944055,1152.3636363636363,1267.6083916083917,1654.902097902098,1737.3671328671328,1805.0174825174824
956.0419580419581,1158.8741258741259,1274.3006993006993,1669.9755244755245,1751.0874125874127,1820.2377622377621
